Club,County,Province,Latitude,Longitude,Status
Geraldine O'Hanrahans,Wexford,Leinster,52.404096,-6.933886,matched_gaa
Glynn-Barntown,Wexford,Leinster,52.374128,-6.569917,matched_generic
Gusserane O'Rahillys GAA,Wexford,Leinster,52.308292,-6.855467,matched_gaa
Half Way House Bunclody,Wexford,Leinster,52.653368,-6.659245,matched_gaa
Horeswood GAA,Wexford,Leinster,52.311469,-6.957618,matched_gaa
Kilanerin-Ballyfad GAA,Wexford,Leinster,52.735337,-6.284048,matched_gaa
Kilmore GAA,Wexford,Leinster,52.208361,-6.54651,matched_gaa
Marshalstown Castledockrell,Wexford,Leinster,52.564899,-6.572466,matched_gaa
Monageer-Boolavogue,Wexford,Leinster,52.525973,-6.476199,matched_generic
Naomh Eanna GAA,Wexford,Leinster,52.681772,-6.274384,matched_gaa
Oulart The Ballagh,Wexford,Leinster,52.504492,-6.388358,matched_gaa
Our Lady's Island,Wexford,Leinster,52.203637,-6.373763,matched_gaa
Oylegate-Glenbrien,Wexford,Leinster,52.417011,-6.504244,matched_gaa
"Rapparees-Starlights GAA, Enniscorthy",Wexford,Leinster,52.503268,-6.576653,matched_gaa
Rathgarogue-Cushinstown GAA,Wexford,Leinster,52.363423,-6.845559,matched_gaa
"Realt na Mara GAA, Ballygarrett",Wexford,Leinster,52.583622,-6.233145,matched_gaa
Sarsfields GAA,Wexford,Leinster,52.349868,-6.4855,matched_gaa
"Shamrocks GAA, Enniscorthy",Wexford,Leinster,52.50497,-6.555204,matched_gaa
Shelmaliers,Wexford,Leinster,52.38704,-6.427317,matched_gaa
"St. Abban's GAA, Adamstown",Wexford,Leinster,52.390671,-6.720832,matched_gaa
"St. Aidan's GAA, Ferns",Wexford,Leinster,52.592817,-6.512791,matched_gaa
"St. Anne's GAA, Rathangan",Wexford,Leinster,52.234507,-6.615048,matched_gaa
"St. Anne's GAA, Rathnure",Wexford,Leinster,52.49732,-6.766104,matched_generic
"St. Brigid's GAA, Blackwater",Wexford,Leinster,52.443355,-6.353621,matched_gaa
St. Fintans,Wexford,Leinster,52.242927,-6.458186,matched_generic
"St. James' GAA, Ramsgrange",Wexford,Leinster,52.239025,-6.930157,matched_gaa
St. John's Volunteers,Wexford,Leinster,52.351125,-6.484813,matched_gaa
St. Joseph's GAA,Wexford,Leinster,52.320138,-6.473034,matched_gaa
St. Martin's GAA,Wexford,Leinster,52.289556,-6.491113,matched_gaa
"St. Mary's GAA, Maudlintown",Wexford,Leinster,52.328098,-6.454657,matched_gaa
"St. Mary's GAA, Rosslare",Wexford,Leinster,52.243662,-6.398572,matched_gaa
"St. Mogue's GAA, Fethard on Sea",Wexford,Leinster,52.18353,-6.838302,matched_gaa
"St. Patrick's GAA, Camolin",Wexford,Leinster,52.613749,-6.426267,matched_gaa
Taghmon/Camross,Wexford,Leinster,52.321484,-6.644345,matched_gaa
Tara Rocks,Wexford,Leinster,52.697776,-6.288466,matched_generic
Wexford GAA,Wexford,Leinster,52.332575,-6.478081,matched_gaa
An Tochar GAA,Wicklow,Leinster,53.059263,-6.229983,matched_gaa
Annacurra GAA,Wicklow,Leinster,52.841607,-6.353948,matched_gaa
Arklow Geraldines Ballymoney GAA,Wicklow,Leinster,52.8209621,-6.1781371,no_match
Arklow Geraldines Ballymoney GAA,Wicklow,Leinster,52.801196,-6.169578,matched_gaa
Arklow Rock Parnells GAA,Wicklow,Leinster,52.790124,-6.17628,matched_gaa
Ashford GAA,Wicklow,Leinster,53.012328,-6.109534,matched_gaa
Aughrim GAA,Wicklow,Leinster,52.852554,-6.335164,matched_gaa
Avoca GAA,Wicklow,Leinster,52.853743,-6.215919,matched_gaa
Avondale GAA,Wicklow,Leinster,52.923067,-6.241915,matched_gaa
Ballinacor GAA,Wicklow,Leinster,52.946562,-6.33326,matched_gaa
Ballymanus GAA,Wicklow,Leinster,52.871361,-6.4103,matched_gaa
Baltinglass GAA,Wicklow,Leinster,52.931275,-6.684331,matched_gaa
Barndarrig GAA,Wicklow,Leinster,52.928405,-6.15539,matched_gaa
Blessington GAA,Wicklow,Leinster,53.180934,-6.538899,matched_gaa
Bray Emmets GAA,Wicklow,Leinster,53.207746,-6.12736,matched_gaa
Carnew Emmets GAA,Wicklow,Leinster,52.714901,-6.493216,matched_gaa
Coolboy GAA,Wicklow,Leinster,52.76524,-6.427029,matched_gaa
Coolkenno GAA,Wicklow,Leinster,52.778053,-6.6228,matched_gaa
Donard Glen GAA,Wicklow,Leinster,53.02159,-6.619334,matched_gaa
Dunlavin GAA,Wicklow,Leinster,53.058605,-6.691434,matched_gaa
Eire Og Greystones,Wicklow,Leinster,53.132531,-6.066479,matched_gaa
Enniskerry GAA,Wicklow,Leinster,53.193215,-6.181433,matched_gaa
Fergal Og GAA,Wicklow,Leinster,53.186251,-6.126036,matched_gaa
Glenealy GAA,Wicklow,Leinster,52.968941,-6.14517,matched_gaa
Hollywood GAA,Wicklow,Leinster,53.090296,-6.611487,matched_gaa
Kilbride GAA,Wicklow,Leinster,53.19752,-6.469276,matched_gaa
Kilcoole GAA,Wicklow,Leinster,53.094769,-6.070664,matched_gaa
Kilmacanogue GAA,Wicklow,Leinster,53.162557,-6.142518,matched_gaa
Knockananna GAA,Wicklow,Leinster,52.867859,-6.498427,matched_gaa
Lacken GAA,Wicklow,Leinster,53.177239,-6.511611,no_match
Laragh GAA,Wicklow,Leinster,53.005433,-6.300923,matched_gaa
"Naomh Teagáin GAA, Kiltegan ",Wicklow,Leinster,52.90262,-6.606746,matched_gaa
Newcastle GAA,Wicklow,Leinster,53.069956,-6.058177,matched_gaa
Newtown GAA,Wicklow,Leinster,53.080658,-6.116129,matched_gaa
Rathnew GAA,Wicklow,Leinster,52.989108,-6.08236,matched_gaa
Shillelagh GAA,Wicklow,Leinster,52.755555,-6.531104,matched_gaa
"St. Patrick's GAA, Wicklow",Wicklow,Leinster,52.973657,-6.026608,matched_gaa
Stratford Grangecon,Wicklow,Leinster,52.997147,-6.669908,matched_gaa
Tinahely GAA,Wicklow,Leinster,52.798814,-6.457501,matched_gaa
Valleymount GAA,Wicklow,Leinster,53.114238,-6.530901,matched_gaa
Wicklow GAA,Wicklow,Leinster,52.852503,-6.337295,matched_gaa
Ballyea,Clare,Munster,52.787129,-9.028792,no_match
Ballyvaughan-Fanore,Clare,Munster,53.113502,-9.154916,matched_gaa
Banner,Clare,Munster,52.839502,-9.020863,matched_gaa
Bodyke,Clare,Munster,52.923642,-8.650444,matched_generic
Broadford,Clare,Munster,52.803357,-8.634306,matched_gaa
Clare GAA,Clare,Munster,52.846651,-8.978495,matched_gaa
Clarecastle,Clare,Munster,52.816042,-8.972481,matched_gaa
Clonboney,Clare,Munster,52.797771,-9.413488,matched_gaa
Clondegad,Clare,Munster,52.720212,-9.06338,matched_gaa
Clonlara,Clare,Munster,52.719602,-8.5576,matched_generic
Clooney Quin,Clare,Munster,52.836566,-8.856063,matched_gaa
Coolmeen,Clare,Munster,52.666744,-9.222128,matched_generic
Cooraclare,Clare,Munster,52.696885,-9.426514,matched_gaa
Corofin,Clare,Munster,52.944964,-9.066768,matched_generic
Cratloe,Clare,Munster,52.696227,-8.761287,matched_generic
Crusheen,Clare,Munster,52.936025,-8.898595,matched_gaa
Doonbeg,Clare,Munster,52.725708,-9.546306,matched_gaa
Ennistymon,Clare,Munster,52.935971,-9.31969,matched_gaa
Feakle,Clare,Munster,52.923569,-8.650527,matched_generic
Inagh Kilnamona,Clare,Munster,52.877755,-9.181087,matched_gaa
Kildysart,Clare,Munster,52.666154,-9.111424,matched_generic
Kilfenora,Clare,Munster,52.994518,-9.234056,matched_gaa
Killanena,Clare,Munster,52.994907,-8.733923,no_match
Killimer,Clare,Munster,52.626305,-9.390048,matched_gaa
Kilmaley,Clare,Munster,52.813996,-9.096353,matched_gaa
Kilmihil,Clare,Munster,52.723052,-9.316924,matched_generic
Kilmurry Ibrickane,Clare,Munster,52.814388,-9.454078,matched_gaa
Kilrush Shamrocks,Clare,Munster,52.629429,-9.472197,matched_generic
Liscannor,Clare,Munster,52.939438,-9.446972,no_match
Lissycasey,Clare,Munster,52.739563,-9.17533,matched_gaa
Meelick,Clare,Munster,52.699415,-8.65135,matched_gaa
Michael Cusacks,Clare,Munster,53.079855,-9.073461,matched_generic
Moy,Clare,Munster,52.906748,-9.336583,no_match
Naomh Eoin,Clare,Munster,52.59626,-9.779033,matched_generic
Newmarket on Fergus,Clare,Munster,52.760345,-8.889406,matched_gaa
O'Callaghans Mills,Clare,Munster,52.803449,-8.755746,matched_gaa
O'Currys,Clare,Munster,52.621806,-9.645829,no_match
Ogonnelloe,Clare,Munster,52.872231,-8.457457,matched_gaa
Parteen,Clare,Munster,52.67986,-8.602294,matched_generic
Ruan,Clare,Munster,52.93292,-8.987153,no_match
Scariff,Clare,Munster,52.91242,-8.533397,matched_gaa
Shannon Gaels,Clare,Munster,52.638657,-9.246618,matched_gaa
Sixmilebridge,Clare,Munster,52.744651,-8.777834,matched_gaa
Smith O'Briens,Clare,Munster,52.803281,-8.446618,matched_gaa
"St. Breckan's, Lisdoonvarna",Clare,Munster,53.026547,-9.292074,matched_generic
"St. Joseph's, Doora Barefield",Clare,Munster,52.842715,-8.905845,matched_gaa
"St. Joseph's, Milltown Malbay",Clare,Munster,52.852299,-9.408158,matched_gaa
"St. Sennan's, Kilkee",Clare,Munster,52.679013,-9.639892,matched_generic
Tubber,Clare,Munster,53.01481,-8.910104,matched_gaa
Tulla,Clare,Munster,52.861478,-8.744131,matched_gaa
Whitegate,Clare,Munster,52.951474,-8.375297,matched_generic
Wofle Tones Shannon,Clare,Munster,52.703772,-8.868445,matched_generic
"Éire Óg GAA, Ennis",Clare,Munster,52.831874,-8.990826,matched_gaa
Adrigole,Cork,Munster,51.684475,-9.712323,matched_gaa
Aghabullogue,Cork,Munster,51.906736,-8.786975,matched_gaa
Aghada,Cork,Munster,51.847754,-8.193244,matched_generic
Aghinagh,Cork,Munster,51.938635,-8.90606,matched_generic
Araglen,Cork,Munster,52.206653,-8.085511,matched_generic
Argideen Rangers,Cork,Munster,51.638653,-8.776489,matched_gaa
Ballinacurra,Cork,Munster,51.897048,-8.150477,matched_gaa
Ballinascarthy,Cork,Munster,51.666678,-8.831621,matched_gaa
Ballincollig,Cork,Munster,51.892668,-8.588427,matched_gaa
Ballinhassig,Cork,Munster,51.811207,-8.52916,matched_gaa
Ballinhassig,Cork,Munster,51.8067,-8.53628,matched_gaa
Ballinora GAA,Cork,Munster,51.853758,-8.566739,matched_gaa
Ballinora GAA,Cork,Munster,51.8641764,-8.5550643,matched_gaa
Ballinure,Cork,Munster,51.893837,-8.395312,matched_gaa
Ballyclough,Cork,Munster,52.177393,-8.728641,no_match
Ballydesmond,Cork,Munster,52.17835,-9.234815,matched_gaa
Ballygarvan,Cork,Munster,51.824437,-8.456339,matched_gaa
Ballygiblin,Cork,Munster,52.274232,-8.199596,matched_generic
Ballyhea,Cork,Munster,52.32655,-8.6657,matched_gaa
Ballyhooly,Cork,Munster,52.149244,-8.394689,no_match
Ballymartle,Cork,Munster,51.774033,-8.490875,matched_gaa
Ballyphephane,Cork,Munster,51.878824,-8.475862,matched_gaa
Bandon,Cork,Munster,51.739542,-8.742455,matched_gaa
Banteer,Cork,Munster,52.127921,-8.898394,matched_generic
Bantry Blues,Cork,Munster,51.688064,-9.447689,matched_gaa
Barryroe,Cork,Munster,51.605731,-8.734892,matched_gaa
Belgooly,Cork,Munster,51.733961,-8.486781,matched_gaa
Bere Island,Cork,Munster,51.631909,-9.820748,matched_gaa
Bishopstown,Cork,Munster,51.884612,-8.521593,matched_gaa
Blackrock,Cork,Munster,51.893139,-8.418286,matched_gaa
Blarney,Cork,Munster,51.929099,-8.561236,matched_gaa
Boherbue,Cork,Munster,52.153027,-9.07861,matched_gaa
Brian Dillons,Cork,Munster,51.942455,-8.442596,matched_gaa
Bride Rovers,Cork,Munster,52.072181,-8.28581,matched_gaa
Buttevant,Cork,Munster,52.236398,-8.673356,matched_gaa
Béal Athan Ghaorthaidh,Cork,Munster,51.850675,-9.23088,matched_gaa
CIT,Cork,Munster,51.885769,-8.540089,matched_generic
Canovee,Cork,Munster,51.902706,-8.853864,matched_gaa
Carbery Rangers,Cork,Munster,51.584973,-9.025214,matched_gaa
Carbery Rangers,Cork,Munster,51.5757291,-9.0369467,matched_gaa
Carraig na bhFear,Cork,Munster,51.991618,-8.475924,matched_gaa
Carrigaline,Cork,Munster,51.811564,-8.380157,matched_gaa
Carrigtwohill,Cork,Munster,51.907886,-8.264133,matched_gaa
Castlehaven,Cork,Munster,51.5549859,-9.1453135,matched_gaa
Castlehaven,Cork,Munster,51.540758,-9.217646,matched_gaa
Castlelyons,Cork,Munster,52.088251,-8.231568,matched_gaa
Castlemagner,Cork,Munster,52.1657,-8.823181,matched_generic
Castlemartyr,Cork,Munster,51.906305,-8.051093,matched_gaa
Castletownbere,Cork,Munster,51.643635,-9.925679,matched_gaa
Castletownroche,Cork,Munster,52.172422,-8.475187,matched_generic
Charleville,Cork,Munster,52.351772,-8.678355,matched_gaa
Churchtown,Cork,Munster,52.270765,-8.73646,matched_generic
Cill na Martra,Cork,Munster,51.899095,-9.083582,matched_gaa
Clann na nGael,Cork,Munster,51.658278,-9.261123,matched_gaa
Clonakilty,Cork,Munster,51.621193,-8.925509,matched_gaa
Clondrohid,Cork,Munster,51.929723,-9.019467,matched_gaa
Cloughduv,Cork,Munster,51.84916,-8.783821,matched_gaa
Cloyne,Cork,Munster,51.865344,-8.121082,matched_gaa
Clyda Rovers,Cork,Munster,52.082217,-8.629404,matched_gaa
Cobh,Cork,Munster,51.856385,-8.285338,matched_generic
Cork GAA,Cork,Munster,51.899808,-8.435337,matched_gaa
Cork GAA,Cork,Munster,51.891391,-8.439308,matched_gaa
Courcey Rovers,Cork,Munster,51.663705,-8.594291,matched_gaa
Crosshaven,Cork,Munster,51.807416,-8.281153,matched_gaa
Cullen,Cork,Munster,52.114469,-9.125352,matched_gaa
Deel Rovers,Cork,Munster,52.34111,-8.85224,matched_gaa
Delanys,Cork,Munster,51.92815,-8.471435,matched_gaa
Diarmuid O'Máthúna's,Cork,Munster,51.772895,-8.973734,matched_gaa
Dohenys,Cork,Munster,51.714607,-9.110283,matched_gaa
Doneraile,Cork,Munster,52.210808,-8.586944,matched_gaa
Donoughmore,Cork,Munster,51.989836,-8.728621,matched_gaa
Douglas,Cork,Munster,51.874471,-8.442898,matched_gaa
Dripsey,Cork,Munster,51.889501,-8.631098,matched_gaa
Dromina,Cork,Munster,52.310304,-8.806463,matched_generic
Dromtariffe,Cork,Munster,52.097898,-8.972873,matched_gaa
Dungourney,Cork,Munster,51.981524,-8.101679,matched_gaa
Erin's Own,Cork,Munster,51.914485,-8.365089,matched_gaa
Fermoy,Cork,Munster,52.143969,-8.274292,matched_gaa
Fr. O' Neills,Cork,Munster,51.905075,-7.946555,matched_gaa
Freemount,Cork,Munster,52.278982,-8.884881,matched_generic
Gabriel Rangers,Cork,Munster,51.566264,-9.457202,matched_gaa
Garnish,Cork,Munster,51.605408,-10.035986,matched_gaa
Glanmire,Cork,Munster,51.934896,-8.397989,matched_gaa
Glanworth/Harbour Rovers,Cork,Munster,52.195434,-8.361423,matched_gaa
Gleann na Laoi,Cork,Munster,51.910339,-8.560877,matched_gaa
Glen Rovers,Cork,Munster,51.916453,-8.466171,matched_gaa
Glenbower Rovers,Cork,Munster,51.94039,-8.00263,matched_gaa
Glengarriff,Cork,Munster,51.752941,-9.531458,matched_gaa
Glenlara,Cork,Munster,52.206689,-9.110175,no_match
Glenville,Cork,Munster,52.0491,-8.423735,matched_gaa
Goleen,Cork,Munster,51.498678,-9.718241,matched_generic
Grange,Cork,Munster,52.161714,-8.326866,no_match
Grenagh,Cork,Munster,52.010784,-8.61323,matched_gaa
Ilen Rovers,Cork,Munster,51.498446,-9.353486,matched_gaa
Ilen Rovers,Cork,Munster,51.542486,-9.342046,matched_gaa
Inniscarra,Cork,Munster,51.926349,-8.672977,matched_gaa
Iveleary,Cork,Munster,51.843149,-9.12967,matched_gaa
Kanturk,Cork,Munster,52.181691,-8.900043,matched_generic
Kilbrin,Cork,Munster,52.210588,-8.837766,matched_generic
Kilbrittain,Cork,Munster,51.671567,-8.68765,matched_generic
Kildorrery,Cork,Munster,52.244022,-8.428417,matched_gaa
Killavullen,Cork,Munster,52.148761,-8.512461,matched_gaa
Killeagh,Cork,Munster,51.940398,-8.002623,matched_gaa
Kilmacabea,Cork,Munster,51.584417,-9.150025,matched_gaa
Kilmeen/Kilbree,Cork,Munster,51.671232,-8.995085,matched_gaa
Kilmichael,Cork,Munster,51.875956,-8.985467,matched_gaa
Kilmurry,Cork,Munster,51.834343,-8.877102,matched_gaa
Kilshannig,Cork,Munster,52.105169,-8.746852,matched_gaa
Kilworth,Cork,Munster,52.172696,-8.240241,matched_gaa
Kinsale,Cork,Munster,51.710465,-8.532468,matched_gaa
Kiskeam,Cork,Munster,52.178037,-9.155935,matched_generic
Knocknagree,Cork,Munster,52.130033,-9.210267,matched_gaa
Liscarroll,Cork,Munster,52.26029,-8.800667,matched_generic
Lisgoold,Cork,Munster,51.977783,-8.217295,matched_generic
Lismire,Cork,Munster,52.229186,-8.947774,no_match
Lough Rovers,Cork,Munster,51.893433,-8.519321,matched_gaa
Lyre,Cork,Munster,52.127911,-8.898193,matched_generic
Macroom,Cork,Munster,51.903656,-8.962928,matched_gaa
Macroom,Cork,Munster,51.902335,-8.973477,matched_gaa
Mallow,Cork,Munster,52.145254,-8.611229,matched_gaa
Mayfield,Cork,Munster,51.910899,-8.416721,matched_gaa
Meelin,Cork,Munster,52.271122,-9.023985,matched_generic
Midleton,Cork,Munster,51.919859,-8.175841,matched_gaa
Milford,Cork,Munster,52.341111,-8.852239,matched_gaa
Millstreet,Cork,Munster,52.061257,-9.065975,matched_generic
Mitchelstown,Cork,Munster,52.275887,-8.281469,matched_generic
Muintir Bháire,Cork,Munster,51.619084,-9.526597,matched_generic
Na Piarsaigh,Cork,Munster,51.917597,-8.498522,matched_gaa
Naomh Abán,Cork,Munster,51.943705,-9.160974,matched_gaa
Nemo Rangers,Cork,Munster,51.875648,-8.451202,matched_gaa
Newcestown,Cork,Munster,51.781081,-8.863664,no_match
Newmarket,Cork,Munster,52.213183,-8.98272,matched_gaa
Newtownshandrum,Cork,Munster,52.345152,-8.769575,no_match
O Donovan Rossa,Cork,Munster,51.554668,-9.271324,matched_gaa
Passage West,Cork,Munster,51.866234,-8.345023,matched_gaa
Randal Óg,Cork,Munster,51.708163,-9.029678,matched_gaa
Rathpeacon,Cork,Munster,51.937159,-8.485368,matched_gaa
Redmonds,Cork,Munster,51.854544,-8.490205,matched_gaa
Rochestown,Cork,Munster,51.872988,-8.376033,matched_gaa
Rockchapel,Cork,Munster,52.291442,-9.167349,no_match
Russell Rovers,Cork,Munster,51.853519,-8.036676,matched_gaa
Sarsfields,Cork,Munster,51.928283,-8.387852,matched_gaa
Shamrocks,Cork,Munster,51.830179,-8.357598,matched_gaa
Shanballymore,Cork,Munster,52.219178,-8.478217,no_match
St. Catherine's,Cork,Munster,52.058854,-8.099411,matched_gaa
St. Colum's,Cork,Munster,51.742912,-9.412676,matched_gaa
St. Finbarr's ,Cork,Munster,51.877578,-8.498696,matched_gaa
St. Ita's,Cork,Munster,51.909425,-7.900633,matched_gaa
St. James',Cork,Munster,51.574222,-8.907054,matched_gaa
St. John's,Cork,Munster,52.06684429,-9.06181278,matched_generic
St. Mary's,Cork,Munster,51.73542,-8.937359,matched_gaa
St. Michael's,Cork,Munster,51.889803,-8.393282,matched_gaa
St. Nicholas,Cork,Munster,51.916969,-8.462179,matched_gaa
St. Oliver Plunkett's,Cork,Munster,51.709468,-8.897589,matched_gaa
St. Vincent's,Cork,Munster,51.911086,-8.496097,matched_generic
Tadhg Mac Carthaigh,Cork,Munster,51.653191,-9.340664,matched_gaa
Tracton,Cork,Munster,51.761711,-8.380442,matched_gaa
Tullylease,Cork,Munster,52.312874,-8.936793,no_match
UCC ,Cork,Munster,51.8760362,-8.5438249,matched_generic
UCC ,Cork,Munster,51.895393,-8.499012,matched_gaa
Urhan,Cork,Munster,51.693214,-9.951671,matched_gaa
Valley Rovers,Cork,Munster,51.785103,-8.691404,matched_gaa
Watergrasshill,Cork,Munster,52.021206,-8.337165,matched_gaa
White's Cross,Cork,Munster,51.953689,-8.44031,matched_gaa
Whitechurch,Cork,Munster,51.982503,-8.531731,matched_gaa
Youghal,Cork,Munster,51.952536,-7.860442,matched_gaa
Éire Óg,Cork,Munster,51.875457,-8.669633,matched_gaa
Abbeydorney,Kerry,Munster,52.348735,-9.691046,matched_generic
An Ghaeltacht ,Kerry,Munster,52.181509,-10.364593,matched_gaa
Annascaul,Kerry,Munster,52.153066,-10.047685,matched_gaa
Ardfert,Kerry,Munster,52.331234,-9.778167,matched_gaa
Asdee,Kerry,Munster,52.540838,-9.55145,matched_generic
Austin Stacks,Kerry,Munster,52.276604,-9.712997,matched_gaa
Ballydonoghue,Kerry,Munster,52.485994,-9.520907,matched_generic
Ballyduff,Kerry,Munster,52.451307,-9.66994,matched_generic
Ballyheigue,Kerry,Munster,52.386642,-9.831511,matched_gaa
Ballylongford,Kerry,Munster,52.544152,-9.474968,matched_generic
Ballymacelligott,Kerry,Munster,52.252347,-9.597974,matched_gaa
Beale,Kerry,Munster,52.50562,-9.671694,matched_gaa
Beaufort,Kerry,Munster,52.067931,-9.639333,matched_generic
Brosna,Kerry,Munster,52.310105,-9.260752,matched_generic
Castlegregory,Kerry,Munster,52.259016,-10.01499,matched_generic
Castleisland Desmonds,Kerry,Munster,52.23776,-9.464165,matched_gaa
Causeway GAA,Kerry,Munster,52.410618,-9.736352,matched_generic
Churchill,Kerry,Munster,52.27494,-9.784067,matched_gaa
Clounmacon,Kerry,Munster,52.481912,-9.423117,matched_gaa
Cordal,Kerry,Munster,52.221787,-9.382273,matched_gaa
Cromane,Kerry,Munster,52.103138,-9.899237,matched_generic
Crotta O'Neills,Kerry,Munster,52.36276,-9.63411,matched_generic
Currow,Kerry,Munster,52.180016,-9.507727,matched_generic
Derrynane ,Kerry,Munster,51.765023,-10.104119,matched_gaa
Dingle,Kerry,Munster,52.137344,-10.267517,matched_gaa
Dr. Crokes,Kerry,Munster,52.067234,-9.504002,matched_gaa
Dromid Pearses,Kerry,Munster,51.894283,-10.088164,matched_gaa
Duagh,Kerry,Munster,52.412218,-9.389008,matched_gaa
Finuge,Kerry,Munster,52.424429,-9.532278,matched_gaa
Firies,Kerry,Munster,52.173213,-9.547032,matched_gaa
Fossa,Kerry,Munster,52.069074,-9.540538,matched_gaa
Glenbeigh-Glencar,Kerry,Munster,52.058259,-9.936538,matched_gaa
Glenflesk,Kerry,Munster,52.014838,-9.362016,matched_gaa
Gneeveguilla,Kerry,Munster,52.119719,-9.271893,matched_gaa
John Mitchels,Kerry,Munster,52.247736,-9.676128,matched_gaa
Keel,Kerry,Munster,52.172486,-9.773946,matched_generic
Kenmare Shamrocks,Kerry,Munster,51.880603,-9.569415,matched_gaa
Kerins O'Rahilly's,Kerry,Munster,52.266946,-9.71584,matched_gaa
Kerry GAA,Kerry,Munster,52.066269,-9.511262,matched_gaa
Kerry GAA,Kerry,Munster,52.270042,-9.695771,matched_gaa
Kilcummin,Kerry,Munster,52.097933,-9.475604,matched_gaa
Kilgarvan,Kerry,Munster,51.904568,-9.452148,matched_gaa
Killarney Legion,Kerry,Munster,52.072615,-9.508591,matched_gaa
Kilmoyley GAA,Kerry,Munster,52.360755,-9.772962,matched_gaa
Knocknagoshel,Kerry,Munster,52.323099,-9.383051,matched_gaa
Laune Rangers,Kerry,Munster,52.10535,-9.800296,matched_gaa
Lispole,Kerry,Munster,52.142837,-10.144581,matched_generic
Listowel Emmets,Kerry,Munster,52.446928,-9.477364,matched_gaa
Listry,Kerry,Munster,52.104483,-9.631897,no_match
Lixnaw GAA,Kerry,Munster,52.402527,-9.635222,matched_gaa
Milltown/Castlemaine,Kerry,Munster,52.150259,-9.716193,matched_gaa
Moyvane,Kerry,Munster,52.49912,-9.377233,matched_gaa
Na Gaeil,Kerry,Munster,52.282301,-9.689736,matched_gaa
Rathmore,Kerry,Munster,52.064615,-9.239939,matched_gaa
Renard,Kerry,Munster,51.929805,-10.251918,matched_gaa
Scartaglin,Kerry,Munster,52.185943,-9.416772,matched_generic
Skelligs Rangers,Kerry,Munster,51.880861,-10.370082,matched_gaa
Sneem,Kerry,Munster,51.84283,-9.901366,matched_gaa
Spa,Kerry,Munster,52.070181,-9.467903,no_match
St Michael's-Foilmore,Kerry,Munster,51.829137,-10.268529,matched_gaa
St Patricks East Kerry,Kerry,Munster,52.0698183,-9.5673795,matched_gaa
"St. Brendan's Hurling, Ardfert",Kerry,Munster,52.33123,-9.77817,matched_gaa
"St. Mary's GAA, Cahirciveen",Kerry,Munster,51.945362,-10.234172,matched_gaa
St. Pats Blennerville,Kerry,Munster,52.253721,-9.734663,matched_gaa
St. Senan's,Kerry,Munster,52.395871,-9.515667,matched_gaa
Tarbert,Kerry,Munster,52.570722,-9.373495,matched_gaa
Templenoe,Kerry,Munster,51.861086,-9.688363,matched_gaa
Tuosist,Kerry,Munster,51.765117,-9.765715,matched_gaa
Valentia Young Islanders,Kerry,Munster,51.905559,-10.337565,matched_generic
Waterville,Kerry,Munster,51.825796,-10.161726,matched_gaa
Abbey Sarsfields,Limerick,Munster,52.683227,-8.616133,matched_generic
Adare,Limerick,Munster,52.564104,-8.807037,matched_gaa
Ahane,Limerick,Munster,52.691457,-8.516196,matched_generic
Askeaton,Limerick,Munster,52.599325,-8.967631,matched_generic
Athea,Limerick,Munster,52.463088,-9.272761,no_match
Ballinacurra Gaels,Limerick,Munster,52.644096,-8.636507,matched_generic
Ballybricken/Bohermore,Limerick,Munster,52.550429,-8.497288,matched_gaa
Ballybrown,Limerick,Munster,52.63149,-8.728777,matched_generic
Ballybrown,Limerick,Munster,52.636133,-8.732731,matched_generic
Ballylanders,Limerick,Munster,52.370652,-8.351857,matched_gaa
Ballysteen,Limerick,Munster,52.64672,-8.937945,no_match
Banogue,Limerick,Munster,52.477886,-8.682792,matched_gaa
Blackrock,Limerick,Munster,52.362586,-8.472891,matched_gaa
Bruff,Limerick,Munster,52.475041,-8.540952,matched_generic
Bruree,Limerick,Munster,52.421466,-8.649488,matched_generic
Caherline,Limerick,Munster,52.587916,-8.465625,matched_gaa
Camogue Rovers,Limerick,Munster,52.510576,-8.616398,no_match
Cappagh,Limerick,Munster,52.552233,-8.937941,matched_gaa
Cappamore,Limerick,Munster,52.622188,-8.339085,matched_gaa
Castletown/Ballyagran,Limerick,Munster,52.401517,-8.78527,matched_gaa
Claughaun,Limerick,Munster,52.659329,-8.594507,matched_gaa
Crecora/Manister,Limerick,Munster,52.57293,-8.664841,matched_gaa
Croagh/Kilfinny,Limerick,Munster,52.532638,-8.860404,matched_gaa
Croom,Limerick,Munster,52.513385,-8.729373,matched_generic
Doon,Limerick,Munster,52.601038,-8.246355,matched_gaa
Dromcollogher/Broadford,Limerick,Munster,52.344037,-8.917008,matched_gaa
Dromin/Athlacca,Limerick,Munster,52.456194,-8.64563,matched_gaa
Effin,Limerick,Munster,52.358089,-8.610064,matched_gaa
Fedamore,Limerick,Munster,52.543534,-8.612281,matched_gaa
Feenagh/Kilmeedy,Limerick,Munster,52.393035,-8.897506,matched_gaa
Feohanagh/Castlemahon,Limerick,Munster,52.412102,-8.969642,no_match
Fr. Casey's,Limerick,Munster,52.388644,-9.305291,matched_gaa
Galbally,Limerick,Munster,52.399277,-8.296198,matched_generic
Galtee Gaels,Limerick,Munster,52.300396,-8.213837,matched_gaa
